,Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename,File-bits,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
341,lzvn 2017-03-08,45.04,619.85,59931504,22778084,38.01,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
342,quicklz 1.5.0 -1,298.03,338.95,59931504,27387517,45.7,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
343,quicklz 1.5.0 -2,151.17,331.22,59931504,25257545,42.14,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
344,snappy 1.2.1,321.38,817.16,59931504,29795482,49.72,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
345,zstd 1.5.7 -1,326.0,791.28,59931504,21854185,36.47,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
346,zstd 1.5.7 -2,285.92,765.87,59931504,20787911,34.69,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
347,zstd 1.5.7 -3,211.65,726.3,59931504,19929834,33.25,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
348,zstd 1.5.7 -4,183.82,721.05,59931504,19859552,33.14,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
349,zstd 1.5.7 -5,100.88,707.5,59931504,19432290,32.42,micronaut-conferences-x64-prof,479452032,0.922699,50454520.081618,0.337801,3.593697,0.213506
350,memcpy,15227.15,15278.52,51054968,51054968,100.0,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
351,fastlz 0.5.0 -1,169.83,427.63,51054968,28339681,55.51,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
352,fastlz 0.5.0 -2,178.16,419.12,51054968,27968626,54.78,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
353,kanzi 2.3 -1,155.65,809.42,51054968,23160258,45.36,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
354,kanzi 2.3 -2,128.68,284.03,51054968,19008952,37.23,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
355,kanzi 2.3 -3,86.33,285.53,51054968,19360175,37.92,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
356,lizard 2.1 -10,338.83,2704.47,51054968,27751250,54.36,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
357,lizard 2.1 -11,214.96,2761.92,51054968,26094607,51.11,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
358,lizard 2.1 -12,113.23,2848.27,51054968,24569117,48.12,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
359,lizard 2.1 -13,74.1,2747.07,51054968,23949888,46.91,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
360,lizard 2.1 -14,68.83,2781.53,51054968,23599929,46.22,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
361,lz4 1.10.0,390.77,2532.29,51054968,27394317,53.66,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
362,lz4 1.10.0 --fast -3,458.14,2563.9,51054968,29186041,57.17,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
363,lz4 1.10.0 --fast -17,716.55,3006.75,51054968,36129827,70.77,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
364,lzav 4.22 -1,351.7,1702.02,51054968,26165274,51.25,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
365,lzav 4.22 -2,64.8,1538.75,51054968,22878791,44.81,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
366,lzf 3.6 -0,219.52,364.82,51054968,27978899,54.8,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
367,lzf 3.6 -1,211.63,365.61,51054968,27647862,54.15,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
368,lzfse 2017-03-08,65.01,463.04,51054968,19160694,37.53,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
369,lzo1b 2.10 -1,113.82,413.33,51054968,27142810,53.16,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
370,lzo1c 2.10 -1,129.77,427.17,51054968,26992609,52.87,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
371,lzof 2.10 -1,115.87,398.81,51054968,26035819,51.0,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
372,lzo1x 2.10 -1,319.7,446.43,51054968,26492137,51.89,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
373,lzo1y 2.10 -1,320.13,447.99,51054968,26548637,52.0,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
374,lzsse4fast 2019-04-18,187.48,1793.66,51054968,27763680,54.38,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
375,lzsse8 2019-04-18 -1,12.14,2659.63,51054968,24044985,47.1,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
376,lzvn 2017-03-08,42.49,580.4,51054968,21155983,41.44,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
377,quicklz 1.5.0 -1,275.7,307.6,51054968,25622846,50.19,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
378,quicklz 1.5.0 -2,139.29,303.0,51054968,23554229,46.14,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
379,snappy 1.2.1,300.62,760.66,51054968,27713071,54.28,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
380,zstd 1.5.7 -1,313.2,752.88,51054968,20578374,40.31,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
381,zstd 1.5.7 -2,272.63,725.95,51054968,19524699,38.24,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
382,zstd 1.5.7 -3,198.52,685.17,51054968,18637968,36.51,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
383,zstd 1.5.7 -4,171.45,680.85,51054968,18565177,36.36,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
384,zstd 1.5.7 -5,95.11,667.22,51054968,18209159,35.67,micronaut-conferences-x64-O3,408439744,0.903925,53180832.58265,0.31958,3.531221,0.244158
385,memcpy,15189.5,15276.94,51054968,51054968,100.0,micronaut-conferences-x64-O2,408439744,0.902806,53785474.746689,0.318558,3.528351,0.244223
386,fastlz 0.5.0 -1,170.12,430.37,51054968,28290725,55.41,micronaut-conferences-x64-O2,408439744,0.902806,53785474.746689,0.318558,3.528351,0.244223
387,fastlz 0.5.0 -2,178.99,419.73,51054968,27923671,54.69,micronaut-conferences-x64-O2,408439744,0.902806,53785474.746689,0.318558,3.528351,0.244223
388,kanzi 2.3 -1,155.75,814.82,51054968,23124456,45.29,micronaut-conferences-x64-O2,408439744,0.902806,53785474.746689,0.318558,3.528351,0.244223
389,kanzi 2.3 -2,128.64,284.34,51054968,18967724,37.15,micronaut-conferences-x64-O2,408439744,0.902806,53785474.746689,0.318558,3.528351,0.244223
