filename,0,File-bits,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
./bin/dacapo-native-image:lusearch-graalvm-linux-x64-O3/dacapo-native-image:lusearch-graalvm-linux-x64-O3,1,296736704,0.886880,45303911.787913,0.304633,3.892500,0.196011
./bin/dacapo-native-image:lusearch-graalvm-linux-x64-Os/dacapo-native-image:lusearch-graalvm-linux-x64-Os,1,171401920,0.925921,17298808.874053,0.341156,3.903033,0.150189
./bin/dacapo-native-image:lusearch-graalvm-linux-x64-prof/dacapo-native-image:lusearch-graalvm-linux-x64-prof,1,373748864,0.873988,63365912.665072,0.294123,3.903325,0.192945
./bin/dacapo-native-image:pmd-graalvm-linux-x64-debug/dacapo-native-image:pmd-graalvm-linux-x64-debug,1,372995456,0.913786,43684252.636997,0.328888,3.898988,0.161852
./bin/dacapo-native-image:pmd-graalvm-linux-x64-O0/dacapo-native-image:pmd-graalvm-linux-x64-O0,1,372992512,0.913904,43625554.513901,0.329002,3.898695,0.161671
./bin/dacapo-native-image:pmd-graalvm-linux-x64-O1/dacapo-native-image:pmd-graalvm-linux-x64-O1,1,280869568,0.922967,29456435.597379,0.338077,3.905535,0.157427
./bin/dacapo-native-image:pmd-graalvm-linux-x64-O2/dacapo-native-image:pmd-graalvm-linux-x64-O2,1,363590592,0.902035,48250334.084824,0.317856,3.898257,0.180091
./bin/dacapo-native-image:pmd-graalvm-linux-x64-O3/dacapo-native-image:pmd-graalvm-linux-x64-O3,1,489121472,0.888101,73891784.662808,0.305661,3.893736,0.195419
./bin/dacapo-native-image:pmd-graalvm-linux-x64-Os/dacapo-native-image:pmd-graalvm-linux-x64-Os,1,265512384,0.929969,25357126.604018,0.345483,3.904733,0.150115
./bin/dacapo-native-image:pmd-graalvm-linux-x64-prof/dacapo-native-image:pmd-graalvm-linux-x64-prof,1,585322304,0.877809,96316997.049335,0.297174,3.904729,0.191043
./bin/dacapo-native-image:sunflow-graalvm-linux-x64-debug/dacapo-native-image:sunflow-graalvm-linux-x64-debug,1,246941696,0.905588,31608894.146050,0.321114,3.894396,0.163718
./bin/dacapo-native-image:sunflow-graalvm-linux-x64-O0/dacapo-native-image:sunflow-graalvm-linux-x64-O0,1,246941632,0.905297,31704032.659132,0.320845,3.896265,0.164143
./bin/dacapo-native-image:sunflow-graalvm-linux-x64-O1/dacapo-native-image:sunflow-graalvm-linux-x64-O1,1,173179840,0.918120,19282736.877828,0.333158,3.898371,0.156711
./bin/dacapo-native-image:sunflow-graalvm-linux-x64-O2/dacapo-native-image:sunflow-graalvm-linux-x64-O2,1,220031104,0.897465,30527646.701486,0.313759,3.900339,0.181842
